Ano,Codigo do municipio,Municipio,RO,AC,AM,RR,PA,AP,TO,MA,PI,CE,RN,PB,PE,AL,SE,BA,MG,ES,RJ,SP,PR,SC,RS,MS,MT,GO,DF,Total
2020,290115,AMERICA DOURADA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,33
2020,290120,ANAGE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,25
2020,290130,ANDARAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,104,-,-,-,-,-,-,-,-,-,-,-,104
2020,290135,ANDORINHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,-,-,-,-,-,-,-,-,-,-,-,49
2020,290140,ANGICAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,11
2020,290150,ANGUERA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,-,-,-,-,-,-,-,-,-,-,-,72
2020,290160,ANTAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,-,-,-,-,-,-,-,-,-,-,-,57
2020,290170,ANTONIO CARDOSO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,24
2020,290180,ANTONIO GONCALVES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,-,-,-,-,-,-,-,-,-,-,-,41
2020,290190,APORA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,11
2020,290195,APUAREMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,-,-,-,-,-,-,-,-,-,-,-,62
2020,290200,ARACATU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,-,-,-,-,-,-,-,-,-,-,-,52
2020,290205,ARACAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,13
2020,290210,ARACI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,236,-,-,-,-,-,-,-,-,-,-,-,236
2020,290230,ARATUIPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1
2020,290240,AURELINO LEAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,20
2020,290250,BAIANOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,17
2020,290260,BAIXA GRANDE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,-,-,-,-,-,-,-,-,-,-,-,79
2020,290265,BANZAE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1
2020,290270,BARRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,27
2020,290280,BARRA DA ESTIVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,32
2020,290290,BARRA DO CHOCA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,32
2020,290300,BARRA DO MENDES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97,-,-,-,-,-,-,-,-,-,-,-,97
2020,290310,BARRA DO ROCHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,398,-,-,-,-,-,-,-,-,-,-,-,398
2020,290320,BARREIRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,728,-,-,-,-,-,-,-,-,-,-,-,728
2020,290323,BARRO ALTO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,126,-,-,-,-,-,-,-,-,-,-,-,126
2020,290327,BARROCAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,444,-,-,-,-,-,-,-,-,-,-,-,444
2020,290330,BARRO PRETO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,-,-,-,-,-,-,-,-,-,-,-,51
2020,290340,BELMONTE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,9
2020,290350,BELO CAMPO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,9
2020,290360,BIRITINGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,444,-,-,-,-,-,-,-,-,-,-,-,444
2020,290370,BOA NOVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170,-,-,-,-,-,-,-,-,-,-,-,170
2020,290380,BOA VISTA DO TUPIM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,108,-,-,-,-,-,-,-,-,-,-,-,108
2020,290390,BOM JESUS DA LAPA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160,-,-,-,-,-,-,-,-,-,-,-,160
2020,290395,BOM JESUS DA SERRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,22
2020,290400,BONINAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,12
2020,290405,BONITO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,26
2020,290410,BOQUIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,392,-,-,-,-,-,-,-,-,-,-,-,392
2020,290420,BOTUPORA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,34
2020,290430,BREJOES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,227,-,-,-,-,-,-,-,-,-,-,-,227
2020,290440,BREJOLANDIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,-,-,-,-,-,-,-,-,-,-,-,43
2020,290450,BROTAS DE MACAUBAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,28
2020,290460,BRUMADO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1158,-,-,-,-,-,-,-,-,-,-,-,1158
2020,290470,BUERAREMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-,-,38
2020,290480,CAATIBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,-,-,-,-,-,-,-,-,-,-,-,61
2020,290485,CABACEIRAS DO PARAGUACU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,101,-,-,-,-,-,-,-,-,-,-,-,101
2020,290490,CACHOEIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125,-,-,-,-,-,-,-,-,-,-,-,125
2020,290500,CACULE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,276,-,-,-,-,-,-,-,-,-,-,-,276
2020,290510,CAEM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,10
2020,290515,CAETANOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87,-,-,-,-,-,-,-,-,-,-,-,87
2020,290520,CAETITE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,377,-,-,-,-,-,-,-,-,-,-,-,377
2020,290530,CAFARNAUM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,16
2020,290540,CAIRU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84,-,-,-,-,-,-,-,-,-,-,-,84
2020,290550,CALDEIRAO GRANDE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-,-,35
2020,290560,CAMACAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129,-,-,-,-,-,-,-,-,-,-,-,129
2020,290570,CAMACARI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,843,-,-,-,-,-,-,-,-,-,-,-,843
2020,290580,CAMAMU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,-,-,-,-,-,-,-,-,-,-,-,68
2020,290590,CAMPO ALEGRE DE LOURDES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,3
2020,290600,CAMPO FORMOSO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,275,-,-,-,-,-,-,-,-,-,-,-,275
2020,290610,CANAPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,-,-,-,-,-,-,-,-,-,-,-,55
2020,290620,CANARANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,187,-,-,-,-,-,-,-,-,-,-,-,187
2020,290630,CANAVIEIRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,-,-,-,-,-,-,-,-,-,-,-,105
2020,290640,CANDEAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,16
2020,290650,CANDEIAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,229,-,-,-,-,-,-,-,-,-,-,-,229
2020,290660,CANDIBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,19
2020,290670,CANDIDO SALES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,377,-,-,-,-,-,-,-,-,-,-,-,377
2020,290680,CANSANCAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,124,-,-,-,-,-,-,-,-,-,-,-,124
2020,290685,CAPELA DO ALTO ALEGRE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,10
2020,290687,CAPIM GROSSO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,343,-,-,-,-,-,-,-,-,-,-,-,343
2020,290689,CARAIBAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,3
2020,290690,CARAVELAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85,-,-,-,-,-,-,-,-,-,-,-,85
2020,290700,CARDEAL DA SILVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,13
2020,290710,CARINHANHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92,-,-,-,-,-,-,-,-,-,-,-,92
2020,290720,CASA NOVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,295,-,-,-,-,-,-,-,-,-,-,-,295
2020,290730,CASTRO ALVES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,-,-,-,-,-,-,-,-,-,-,-,43
2020,290750,CATU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,161,-,-,-,-,-,-,-,-,-,-,-,161
2020,290755,CATURAMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,16
2020,290760,CENTRAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87,-,-,-,-,-,-,-,-,-,-,-,87
2020,290770,CHORROCHO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,15
2020,290780,CICERO DANTAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,-,-,-,-,-,-,-,-,-,-,-,71
2020,290790,CIPO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,-,-,-,-,-,-,-,-,-,-,-,47
2020,290800,COARACI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,-,-,-,-,-,-,-,-,-,-,-,53
2020,290820,CONCEICAO DA FEIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,557,-,-,-,-,-,-,-,-,-,-,-,557
2020,290830,CONCEICAO DO ALMEIDA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,101,-,-,-,-,-,-,-,-,-,-,-,101
2020,290840,CONCEICAO DO COITE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,675,-,-,-,-,-,-,-,-,-,-,-,675
2020,290850,CONCEICAO DO JACUIPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,584,-,-,-,-,-,-,-,-,-,-,-,584
2020,290860,CONDE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-,36
2020,290870,CONDEUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,240,-,-,-,-,-,-,-,-,-,-,-,240
2020,290880,CONTENDAS DO SINCORA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125,-,-,-,-,-,-,-,-,-,-,-,125
2020,290890,CORACAO DE MARIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,297,-,-,-,-,-,-,-,-,-,-,-,297
2020,290900,CORDEIROS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,2
2020,290910,CORIBE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148,-,-,-,-,-,-,-,-,-,-,-,148
2020,290920,CORONEL JOAO SA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86,-,-,-,-,-,-,-,-,-,-,-,86
2020,290930,CORRENTINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,320,-,-,-,-,-,-,-,-,-,-,-,320
2020,290940,COTEGIPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,-,-,-,-,-,-,-,-,-,-,-,45
2020,290950,CRAVOLANDIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,-,-,-,-,-,-,-,-,-,-,-,46
2020,290960,CRISOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,14
2020,290970,CRISTOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,5
2020,290980,CRUZ DAS ALMAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,212,-,-,-,-,-,-,-,-,-,-,-,212
2020,290990,CURACA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148,-,-,-,-,-,-,-,-,-,-,-,148
2020,291000,DARIO MEIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,-,-,-,-,-,-,-,-,-,-,-,66
2020,291005,DIAS D'AVILA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,-,-,-,-,-,-,-,-,-,-,-,44
2020,291010,DOM BASILIO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,-,-,40
2020,291020,DOM MACEDO COSTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,30
2020,291030,ELISIO MEDRADO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,22
2020,291040,ENCRUZILHADA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,124,-,-,-,-,-,-,-,-,-,-,-,124
2020,291050,ENTRE RIOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,205,-,-,-,-,-,-,-,-,-,-,-,205
2020,291060,ESPLANADA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,204,-,-,-,-,-,-,-,-,-,-,-,204
2020,291070,EUCLIDES DA CUNHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,401,-,-,-,-,-,-,-,-,-,-,-,401
2020,291072,EUNAPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,679,-,-,-,-,-,-,-,-,-,-,-,679
2020,291075,FATIMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97,-,-,-,-,-,-,-,-,-,-,-,97
2020,291077,FEIRA DA MATA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,8
2020,291080,FEIRA DE SANTANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3381,-,-,-,-,-,-,-,-,-,-,-,3381
2020,291085,FILADELFIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,-,-,-,-,-,-,-,-,-,-,-,44
2020,291090,FIRMINO ALVES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84,-,-,-,-,-,-,-,-,-,-,-,84
2020,291100,FLORESTA AZUL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,10
2020,291120,GANDU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103,-,-,-,-,-,-,-,-,-,-,-,103
2020,291125,GAVIAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-,-,37
2020,291130,GENTIO DO OURO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,12
2020,291140,GLORIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,27
2020,291150,GONGOGI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,17
2020,291160,GOVERNADOR MANGABEIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153,-,-,-,-,-,-,-,-,-,-,-,153
2020,291165,GUAJERU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,13
2020,291170,GUANAMBI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,247,-,-,-,-,-,-,-,-,-,-,-,247
2020,291180,GUARATINGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,15
2020,291185,HELIOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,24
2020,291190,IACU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,264,-,-,-,-,-,-,-,-,-,-,-,264
2020,291200,IBIASSUCE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,236,-,-,-,-,-,-,-,-,-,-,-,236
2020,291210,IBICARAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,-,-,-,-,-,-,120
2020,291220,IBICOARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,7
2020,291230,IBICUI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160,-,-,-,-,-,-,-,-,-,-,-,160
2020,291240,IBIPEBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,101,-,-,-,-,-,-,-,-,-,-,-,101
2020,291250,IBIPITANGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,-,-,-,-,-,-,-,-,-,-,-,99
2020,291260,IBIQUERA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,-,-,-,-,-,-,-,-,-,-,-,77
2020,291270,IBIRAPITANGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-,36
2020,291280,IBIRAPUA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-,-,38
2020,291290,IBIRATAIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,295,-,-,-,-,-,-,-,-,-,-,-,295
2020,291300,IBITIARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,-,-,-,-,-,-,-,-,-,-,-,46
2020,291310,IBITITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,112,-,-,-,-,-,-,-,-,-,-,-,112
2020,291320,IBOTIRAMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-,36
2020,291330,ICHU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,-,-,-,-,-,-,-,-,-,-,-,77
2020,291340,IGAPORA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,6
2020,291345,IGRAPIUNA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,7
2020,291350,IGUAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,353,-,-,-,-,-,-,-,-,-,-,-,353
2020,291360,ILHEUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,527,-,-,-,-,-,-,-,-,-,-,-,527
2020,291370,INHAMBUPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,161,-,-,-,-,-,-,-,-,-,-,-,161
2020,291380,IPECAETA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,31
2020,291390,IPIAU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,968,-,-,-,-,-,-,-,-,-,-,-,968
2020,291400,IPIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,-,-,-,-,-,-,-,-,-,-,-,44
2020,291410,IPUPIARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,-,-,-,-,-,-,-,-,-,-,-,71
2020,291420,IRAJUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,205,-,-,-,-,-,-,-,-,-,-,-,205
2020,291430,IRAMAIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,127,-,-,-,-,-,-,-,-,-,-,-,127
2020,291440,IRAQUARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,725,-,-,-,-,-,-,-,-,-,-,-,725
2020,291450,IRARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,481,-,-,-,-,-,-,-,-,-,-,-,481
2020,291460,IRECE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,693,-,-,-,-,-,-,-,-,-,-,-,693
2020,291470,ITABERABA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2959,-,-,-,-,-,-,-,-,-,-,-,2959
2020,291480,ITABUNA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,538,-,-,-,-,-,-,-,-,-,-,-,538
2020,291490,ITACARE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,324,-,-,-,-,-,-,-,-,-,-,-,324
2020,291500,ITAETE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,281,-,-,-,-,-,-,-,-,-,-,-,281
2020,291510,ITAGI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,3
2020,291520,ITAGIBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149,-,-,-,-,-,-,-,-,-,-,-,149
2020,291530,ITAGIMIRIM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,-,-,-,-,-,-,-,-,-,-,-,39
2020,291535,ITAGUACU DA BAHIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,27
2020,291540,ITAJU DO COLONIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,7
2020,291550,ITAJUIPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,28
2020,291560,ITAMARAJU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,-,-,-,-,-,-,-,-,-,-,-,77
2020,291570,ITAMARI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,28
2020,291580,ITAMBE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,100
2020,291590,ITANAGRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,3
2020,291600,ITANHEM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,553,-,-,-,-,-,-,-,-,-,-,-,553
2020,291610,ITAPARICA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,-,-,-,-,-,-,-,-,-,-,-,48
2020,291620,ITAPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,6
2020,291630,ITAPEBI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,14
2020,291640,ITAPETINGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,413,-,-,-,-,-,-,-,-,-,-,-,413
2020,291650,ITAPICURU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,110,-,-,-,-,-,-,-,-,-,-,-,110
2020,291670,ITAQUARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,154,-,-,-,-,-,-,-,-,-,-,-,154
2020,291680,ITARANTIM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,22
2020,291685,ITATIM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,23
2020,291690,ITIRUCU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97,-,-,-,-,-,-,-,-,-,-,-,97
2020,291700,ITIUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,-,-,-,-,-,-,-,-,-,-,-,55
2020,291710,ITORORO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,-,-,-,-,-,-,-,-,-,-,-,61
2020,291720,ITUACU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,-,-,-,-,-,-,-,-,-,-,-,41
2020,291730,ITUBERA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,9
2020,291733,IUIU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,3
2020,291735,JABORANDI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,323,-,-,-,-,-,-,-,-,-,-,-,323
2020,291740,JACARACI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,566,-,-,-,-,-,-,-,-,-,-,-,566
2020,291750,JACOBINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,759,-,-,-,-,-,-,-,-,-,-,-,759
2020,291760,JAGUAQUARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1744,-,-,-,-,-,-,-,-,-,-,-,1744
2020,291770,JAGUARARI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,211,-,-,-,-,-,-,-,-,-,-,-,211
2020,291780,JAGUARIPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,4
2020,291790,JANDAIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1
2020,291800,JEQUIE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2606,-,-,-,-,-,-,-,-,-,-,-,2606
2020,291810,JEREMOABO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,-,-,-,-,-,-,-,-,-,-,-,79
2020,291820,JIQUIRICA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,14
2020,291830,JITAUNA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,12
2020,291835,JOAO DOURADO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,28
