Monsenhor Hipólito,PI,90017,72882
Monte Alegre do Piauí,PI,249657,298089
Morro Cabeça no Tempo,PI,35842,39152
Morro do Chapéu do Piauí,PI,58910,62450
Murici dos Portelas,PI,70558,74909
Nazaré do Piauí,PI,64598,67046
Nazária,PI,96020,94817
Nossa Senhora de Nazaré,PI,42523,47885
Nossa Senhora dos Remédios,PI,74638,78547
Novo Oriente do Piauí,PI,53133,58172
Novo Santo Antônio,PI,28179,31237
Oeiras,PI,538556,584373
Olho D'Água do Piauí,PI,26002,28731
Padre Marcos,PI,74804,73909
Paes Landim,PI,43188,44249
Pajeú do Piauí,PI,48853,52581
Palmeira do Piauí,PI,129020,141457
Palmeirais,PI,125159,138692
Paquetá,PI,41897,44237
Parnaguá,PI,113667,119215
Parnaíba,PI,2611434,2968947
Passagem Franca do Piauí,PI,41460,48758
Patos do Piauí,PI,57030,64629
Pau D'Arco do Piauí,PI,31697,33612
Paulistana,PI,252235,267709
Pavussu,PI,35504,37693
Pedro II,PI,356419,386275
Pedro Laurentino,PI,27381,31322
Nova Santa Rita,PI,44012,43931
Picos,PI,1758645,1940259
Pimenteiras,PI,104389,106973
Pio IX,PI,207260,202627
Piracuruca,PI,335082,363522
Piripiri,PI,903368,916771
Porto,PI,101795,118547
Porto Alegre do Piauí,PI,28847,39212
Prata do Piauí,PI,27297,27584
Queimada Nova,PI,119598,253485
Redenção do Gurguéia,PI,87293,97930
Regeneração,PI,218201,264514
Riacho Frio,PI,44378,46279
Ribeira do Piauí,PI,185657,217390
Ribeiro Gonçalves,PI,461223,695855
Rio Grande do Piauí,PI,57168,61491
Santa Cruz do Piauí,PI,61612,61011
Santa Cruz dos Milagres,PI,41415,45472
Santa Filomena,PI,498743,615987
Santa Luz,PI,56392,62480
Santana do Piauí,PI,39168,40807
Santa Rosa do Piauí,PI,46466,50228
Santo Antônio de Lisboa,PI,71695,71849
Santo Antônio dos Milagres,PI,16740,18051
Santo Inácio do Piauí,PI,37600,40377
São Braz do Piauí,PI,40275,39471
São Félix do Piauí,PI,30952,32116
São Francisco de Assis do Piauí,PI,52643,55545
São Francisco do Piauí,PI,56606,58406
São Gonçalo do Gurguéia,PI,53774,54607
São Gonçalo do Piauí,PI,50796,56735
São João da Canabrava,PI,46888,49321
São João da Fronteira,PI,57407,60925
São João da Serra,PI,59565,59723
São João da Varjota,PI,34402,36648
São João do Arraial,PI,62413,68235
São João do Piauí,PI,448100,426951
São José do Divino,PI,55966,63753
São José do Peixe,PI,39540,42836
São José do Piauí,PI,68054,68075
São Julião,PI,57801,59534
São Lourenço do Piauí,PI,40637,45315
São Luis do Piauí,PI,24841,25332
São Miguel da Baixa Grande,PI,25349,27272
São Miguel do Fidalgo,PI,52349,47464
São Miguel do Tapuio,PI,150600,163378
São Pedro do Piauí,PI,118795,134821
São Raimundo Nonato,PI,544992,566178
Sebastião Barros,PI,41734,46712
Sebastião Leal,PI,175971,255415
Sigefredo Pacheco,PI,75579,78161
Simões,PI,284849,434444
Simplício Mendes,PI,168913,182823
Socorro do Piauí,PI,40739,41067
Sussuapara,PI,73054,76888
Tamboril do Piauí,PI,29914,30388
Tanque do Piauí,PI,32903,33181
Teresina,PI,21608861,23895231
União,PI,407096,420316
Uruçuí,PI,1912244,2815208
Valença do Piauí,PI,262551,289656
Várzea Branca,PI,46390,44540
Várzea Grande,PI,39937,40995
Vera Mendes,PI,29865,31077
Vila Nova do Piauí,PI,35310,37035
Wall Ferraz,PI,37450,38008
Abaiara,CE,108505,117971
Acarape,CE,155396,179994
Acaraú,CE,838948,1020201
Acopiara,CE,515638,564520
Aiuaba,CE,151775,151596
Alcântaras,CE,91576,98202
Altaneira,CE,65822,74654
Alto Santo,CE,209108,232268
Amontada,CE,536471,665472
Antonina do Norte,CE,68907,78953
Apuiarés,CE,112397,120978
Aquiraz,CE,3375728,3854310
Aracati,CE,1479940,1706691
Aracoiaba,CE,262020,266422
Ararendá,CE,88851,106784
Araripe,CE,190607,207982
Aratuba,CE,157991,151645
Arneiroz,CE,66320,70224
Assaré,CE,273547,237259
Aurora,CE,214720,216792
Baixio,CE,64557,67541
Banabuiú,CE,209737,260031
Barbalha,CE,1198003,1345205
Barreira,CE,206859,240016
Barro,CE,223902,242027
Barroquinha,CE,123789,133335
Baturité,CE,417281,448272
Beberibe,CE,956497,1059006
Bela Cruz,CE,268264,322244
Boa Viagem,CE,508266,539218
Brejo Santo,CE,709051,817034
Camocim,CE,737463,839500
Campos Sales,CE,309895,292357
Canindé,CE,882668,911356
Capistrano,CE,190414,176809
Caridade,CE,181529,186169
Cariré,CE,175185,193105
Caririaçu,CE,248330,253127
Cariús,CE,164688,180984
Carnaubal,CE,153577,166772
Cascavel,CE,958315,1074377
Catarina,CE,139921,154108
Catunda,CE,104550,112081
Caucaia,CE,7171082,10414373
Cedro,CE,224930,247325
Chaval,CE,101907,110318
Choró,CE,176741,178989
Chorozinho,CE,337759,260273
Coreaú,CE,191954,225090
Crateús,CE,893115,952649
Crato,CE,1723583,1871587
Croatá,CE,206457,224437
Cruz,CE,291984,372662
Deputado Irapuan Pinheiro,CE,88184,100883
Ereré,CE,67199,80690
Eusébio,CE,3188942,3577747
Farias Brito,CE,209396,202248
Forquilha,CE,249689,304957
Fortaleza,CE,64821582,73436128
Fortim,CE,233206,312460
Frecheirinha,CE,235397,275921
General Sampaio,CE,77787,86963
Graça,CE,117404,129711
Granja,CE,441906,469407
Granjeiro,CE,47139,51337
Groaíras,CE,96134,110755
Guaiúba,CE,217581,231993
Guaraciaba do Norte,CE,639798,669209
Guaramiranga,CE,71340,80396
Hidrolândia,CE,169390,185025
Horizonte,CE,1741190,2117193
Ibaretama,CE,124442,132265
Ibiapina,CE,337652,348540
Ibicuitinga,CE,113109,124951
Icapuí,CE,367968,411021
Icó,CE,680877,737489
Iguatu,CE,1747215,1904815
Independência,CE,298146,306809
Ipaporanga,CE,96699,114127
Ipaumirim,CE,134464,143451
Ipu,CE,471465,519845
Ipueiras,CE,313673,328115
Iracema,CE,168879,195282
Irauçuba,CE,192415,220294
Itaiçaba,CE,75891,82855
Itaitinga,CE,911357,1258826
Itapajé,CE,567838,594581
Itapipoca,CE,1644837,1784007
Itapiúna,CE,163790,170314
Itarema,CE,694591,766786
Itatira,CE,154347,174029
Jaguaretama,CE,205399,226644
Jaguaribara,CE,140727,154002
Jaguaribe,CE,555424,561175
Jaguaruana,CE,481688,566961
Jardim,CE,260704,294154
Jati,CE,119490,129729
Jijoca de Jericoacoara,CE,379029,551638
Juazeiro do Norte,CE,4827915,5114793
Jucás,CE,275713,319373
Lavras da Mangabeira,CE,285660,343304
Limoeiro do Norte,CE,1226770,1423366
Madalena,CE,161611,174831
Maracanaú,CE,10031432,12337017
Maranguape,CE,1504587,1649528
Marco,CE,346445,390969
Martinópole,CE,89836,96327
Massapê,CE,320552,378718
Mauriti,CE,474650,517496
Meruoca,CE,122359,129293
Milagres,CE,276828,287223
Milhã,CE,168456,195290
Miraíma,CE,100754,112599
Missão Velha,CE,458148,515937
Mombaça,CE,413851,446847
Monsenhor Tabosa,CE,149162,160699
Morada Nova,CE,1167792,1276864
Moraújo,CE,72451,75575
Morrinhos,CE,174138,193204
Mucambo,CE,117329,131292
Mulungu,CE,125686,123801
Nova Olinda,CE,157789,163381
Nova Russas,CE,310869,336930
Novo Oriente,CE,256639,283185
Ocara,CE,231683,284836
Orós,CE,199602,218899
Pacajus,CE,1183738,1360520
Pacatuba,CE,1099201,1235158
Pacoti,CE,136416,148366
Pacujá,CE,55348,59940
Palhano,CE,93529,98773
Palmácia,CE,118148,115124
Paracuru,CE,518432,555931
Paraipaba,CE,488484,535129
Parambu,CE,263486,288689
Paramoti,CE,110773,110908
Pedra Branca,CE,378258,389914
Penaforte,CE,116645,122162
Pentecoste,CE,486963,484760
Pereiro,CE,416485,560571
Pindoretama,CE,252609,274852
Piquet Carneiro,CE,151868,162092
Pires Ferreira,CE,79596,84230
Poranga,CE,98317,109402
Porteiras,CE,168096,186375
Potengi,CE,107591,110570
Potiretama,CE,87046,96816
Quiterianópolis,CE,171901,184720
Quixadá,CE,1051941,1109869
Quixelô,CE,169836,198820
Quixeramobim,CE,1185654,1402461
Quixeré,CE,459555,637015
Redenção,CE,386574,409867
Reriutaba,CE,179901,190710
Russas,CE,1061512,1158523
Saboeiro,CE,151106,169856
Salitre,CE,147599,159284
Santana do Acaraú,CE,259124,280072
Santana do Cariri,CE,150513,159277
Santa Quitéria,CE,533368,633710
São Benedito,CE,598245,627180
São Gonçalo do Amarante,CE,4192888,8633637
São João do Jaguaribe,CE,103053,107898
São Luís do Curu,CE,117335,133109
Senador Pompeu,CE,316498,352272
Senador Sá,CE,59499,62766
Sobral,CE,4617239,5395130
Solonópole,CE,237756,303284
Tabuleiro do Norte,CE,376613,450593
Tamboril,CE,261258,282247
Tarrafas,CE,89434,85682
Tauá,CE,686887,711836
Tejuçuoca,CE,134586,136988
Tianguá,CE,1621108,1732690
Trairi,CE,819135,1115144
Tururu,CE,122644,138079
Ubajara,CE,627784,642046
Umari,CE,64508,69441
Umirim,CE,160229,172797
Uruburetama,CE,273138,299474
Uruoca,CE,193948,298207
Varjota,CE,359070,375819
Várzea Alegre,CE,435622,468101
Viçosa do Ceará,CE,545842,603321
Acari,RN,132249,141994
Açu,RN,1169390,1467571
Afonso Bezerra,RN,138830,138265
Água Nova,RN,33678,34553
Alexandria,RN,156960,150790
Almino Afonso,RN,47333,50062
Alto do Rodrigues,RN,536154,616327
Angicos,RN,180235,180166
Antônio Martins,RN,62319,65526
Apodi,RN,546245,709591
Areia Branca,RN,717176,935974
Arês,RN,421517,386634
Campo Grande,RN,102741,105356
Baía Formosa,RN,282701,325032
Baraúna,RN,720012,746402
Barcelona,RN,43107,45865
Bento Fernandes,RN,53930,88430
Bodó,RN,262311,286575
Bom Jesus,RN,98835,109338
Brejinho,RN,136309,139466
Caiçara do Norte,RN,91717,112178
Caiçara do Rio do Vento,RN,45998,60457
Caicó,RN,1292651,1394849
Campo Redondo,RN,98340,106968
Canguaretama,RN,597286,605678
Caraúbas,RN,321061,373661
Carnaúba dos Dantas,RN,110989,118373
Carnaubais,RN,161004,210950
Ceará-Mirim,RN,956379,1002205
Cerro Corá,RN,124224,140412
Coronel Ezequiel,RN,49987,52507
Coronel João Pessoa,RN,44554,48167
Cruzeta,RN,113748,123142
Currais Novos,RN,752944,804231
Doutor Severiano,RN,72244,78557
Parnamirim,RN,5918025,6845403
Encanto,RN,54971,62293
Equador,RN,70872,81977
Espírito Santo,RN,90209,97586
Extremoz,RN,545180,570425
Felipe Guerra,RN,99821,173827
Fernando Pedroza,RN,36890,39070
Florânia,RN,109556,120493
Francisco Dantas,RN,30370,32759
Frutuoso Gomes,RN,41794,44912
Galinhos,RN,89543,162617
Goianinha,RN,516576,546576
Governador Dix-Sept Rosado,RN,238192,386262
Grossos,RN,145273,158310
Guamaré,RN,1727729,2042144
Ielmo Marinho,RN,127475,140721
Ipanguaçu,RN,167528,196501
Ipueira,RN,30017,34930
Itajá,RN,81375,99445
Itaú,RN,72938,73782
Jaçanã,RN,77730,86390
Jandaíra,RN,74634,101431
Janduís,RN,86654,84499
Januário Cicco,RN,82936,84900
Japi,RN,46560,51548
Jardim de Angicos,RN,56197,64392
Jardim de Piranhas,RN,184222,213316
Jardim do Seridó,RN,188404,207993
João Câmara,RN,1091593,1269841
João Dias,RN,26179,27991
José da Penha,RN,61589,67415
Jucurutu,RN,339892,315841
Jundiá,RN,39005,42148
Lagoa d'Anta,RN,68910,70839
Lagoa de Pedras,RN,75055,81382
Lagoa de Velhos,RN,36703,38242
Lagoa Nova,RN,245743,269036
Lagoa Salgada,RN,88211,94313
Lajes,RN,139741,165930
Lajes Pintadas,RN,49439,51595
Lucrécia,RN,53078,51510
Luís Gomes,RN,84731,87827
Macaíba,RN,1700063,1828152
Macau,RN,689600,1111123
Major Sales,RN,43337,48004
Marcelino Vieira,RN,77832,82890
Martins,RN,98323,108195
Maxaranguape,RN,133773,134894
Messias Targino,RN,55808,55530
Montanhas,RN,123406,130284
Monte Alegre,RN,248770,271456
Monte das Gameleiras,RN,28497,32367
Mossoró,RN,7201163,8071762
Natal,RN,22675071,24186262
Nísia Floresta,RN,441616,474722
Nova Cruz,RN,535376,560501
Olho d'Água do Borges,RN,50337,47533
Ouro Branco,RN,54573,61704
Paraná,RN,39913,43932
Paraú,RN,50964,55258
Parazinho,RN,401112,606241
Parelhas,RN,345838,368927
Rio do Fogo,RN,173324,185593
Passa e Fica,RN,135760,152324
Passagem,RN,37184,46129
Patu,RN,160280,160914
Santa Maria,RN,67864,78032
Pau dos Ferros,RN,629869,709333
Pedra Grande,RN,322712,293285
Pedra Preta,RN,31071,36128
Pedro Avelino,RN,69771,79996
Pedro Velho,RN,163672,173619
Pendências,RN,476145,757494
Pilões,RN,41533,41829
Poço Branco,RN,131628,131862
Portalegre,RN,70515,78934
Porto do Mangue,RN,126576,149473
Serra Caiada,RN,100669,109308
Pureza,RN,138750,169430
Rafael Fernandes,RN,50066,53271
Rafael Godeiro,RN,39073,43451
Riacho da Cruz,RN,35809,37508
Riacho de Santana,RN,41117,43514
Riachuelo,RN,89948,192158
Rodolfo Fernandes,RN,52583,59194
Tibau,RN,109446,115024
Ruy Barbosa,RN,39772,126773
Santa Cruz,RN,583899,619042
Santana do Matos,RN,145540,147040
Santana do Seridó,RN,35073,36354
Santo Antônio,RN,293342,302537
São Bento do Norte,RN,418182,549243
São Bento do Trairí,RN,44513,45624
São Fernando,RN,55435,63598
São Francisco do Oeste,RN,50707,54448
São Gonçalo do Amarante,RN,1744638,1905023
São João do Sabugi,RN,77797,84586
São José de Mipibu,RN,940688,1040964
São José do Campestre,RN,116230,125093
São José do Seridó,RN,79027,83855
São Miguel,RN,277712,319744
São Miguel do Gostoso,RN,368803,492640
São Paulo do Potengi,RN,219980,231555
São Pedro,RN,52646,55801
São Rafael,RN,85177,88676
São Tomé,RN,105842,111776
São Vicente,RN,71371,76922
Senador Elói de Souza,RN,54071,60476
Senador Georgino Avelino,RN,116848,116487
Serra de São Bento,RN,51240,57411
Serra do Mel,RN,617353,858724
Serra Negra do Norte,RN,98846,118876
Serrinha,RN,66698,71899
Serrinha dos Pintos,RN,46709,49787
Severiano Melo,RN,59150,63100
Sítio Novo,RN,48415,53784
Taboleiro Grande,RN,30067,32473
Taipu,RN,136398,155199
Tangará,RN,192122,201785
Tenente Ananias,RN,107122,113588
Tenente Laurentino Cruz,RN,102889,107286
Tibau do Sul,RN,397610,415833
Timbaúba dos Batistas,RN,34565,43618
Touros,RN,610444,814845
Triunfo Potiguar,RN,38496,45831
Umarizal,RN,140766,151207
Upanema,RN,179061,214155
Várzea,RN,55578,56556
Venha-Ver,RN,40803,43203
Vera Cruz,RN,122385,133471
Viçosa,RN,21256,23239
Vila Flor,RN,44401,44404
Água Branca,PB,86556,92036
Aguiar,PB,55808,60096
Alagoa Grande,PB,281480,300116
Alagoa Nova,PB,331770,335056
Alagoinha,PB,122810,138510
Alcantil,PB,47931,55097
Algodão de Jandaíra,PB,26072,28629
Alhandra,PB,2216316,3399775
São João do Rio do Peixe,PB,210505,225531
Amparo,PB,27750,29433
Aparecida,PB,89771,105226
Araçagi,PB,170228,185877
Arara,PB,107020,112308
Araruna,PB,185759,204298
Areia,PB,243317,257222
Areia de Baraúnas,PB,22129,26095
Areial,PB,60493,62578
Aroeiras,PB,150935,167985
Assunção,PB,42999,48498
Baía da Traição,PB,94183,107854
Bananeiras,PB,249051,278904
Baraúna,PB,46873,49784
Barra de Santana,PB,81033,90801
Barra de Santa Rosa,PB,138437,150845
Barra de São Miguel,PB,72193,84815
Bayeux,PB,1291606,1366842
Belém,PB,204353,218067
Belém do Brejo do Cruz,PB,70188,78557
Bernardino Batista,PB,37576,40037
Boa Ventura,PB,45561,51615
Boa Vista,PB,173207,206387
Bom Jesus,PB,30186,32051
Bom Sucesso,PB,47849,54513
Bonito de Santa Fé,PB,94884,96549
Boqueirão,PB,232197,256636
Igaracy,PB,57595,60774
Borborema,PB,62513,69205
Brejo do Cruz,PB,133695,147154
Brejo dos Santos,PB,57625,64311
Caaporã,PB,475370,467127
Cabaceiras,PB,67973,116487
Cabedelo,PB,2741069,3152546
Cachoeira dos Índios,PB,114596,124811
Cacimba de Areia,PB,36585,39106
Cacimba de Dentro,PB,141380,154036
Cacimbas,PB,61659,67103
Caiçara,PB,63863,65661
Cajazeiras,PB,1134929,1231740
Cajazeirinhas,PB,37245,42009
Caldas Brandão,PB,69229,74706
Camalaú,PB,65448,71642
Campina Grande,PB,10077160,10373107
Capim,PB,71116,75638
Caraúbas,PB,40492,42197
Carrapateira,PB,29054,30950
Casserengue,PB,67366,70018
Catingueira,PB,48565,52899
Catolé do Rocha,PB,456782,505607
Caturité,PB,57238,61665
Conceição,PB,192205,209010
Condado,PB,82288,90373
Conde,PB,890607,1286990
Congo,PB,54649,61704
Coremas,PB,196738,249601
Coxixola,PB,22527,24017
Cruz do Espírito Santo,PB,165362,191194
Cubati,PB,67701,76814
Cuité,PB,215819,220439
Cuitegi,PB,62092,66742
Cuité de Mamanguape,PB,67720,74110
Curral de Cima,PB,51360,55526
Curral Velho,PB,24919,26783
Damião,PB,46271,50276
Desterro,PB,67393,72715
Vista Serrana,PB,36770,39390
Diamante,PB,55479,59345
Dona Inês,PB,84952,93830
Duas Estradas,PB,42040,45025
Emas,PB,37698,41639
Esperança,PB,467759,507256
Fagundes,PB,101934,105312
Frei Martinho,PB,28869,30264
Gado Bravo,PB,69557,76211
Guarabira,PB,1057345,1790168
Gurinhém,PB,137913,150970
Gurjão,PB,35154,38324
Ibiara,PB,52443,57772
Imaculada,PB,90919,98314
Ingá,PB,196937,194961
Itabaiana,PB,318024,335812
Itaporanga,PB,308928,341235
Itapororoca,PB,189740,206433
Itatuba,PB,141887,155216
Jacaraú,PB,147576,165130
Jericó,PB,71029,76303
João Pessoa,PB,20728227,22244284
Juarez Távora,PB,71196,73121
Juazeirinho,PB,190200,210329
Junco do Seridó,PB,79427,96602
Juripiranga,PB,111256,117363
Juru,PB,80599,87266
Lagoa,PB,47492,51232
Lagoa de Dentro,PB,78625,83537
Lagoa Seca,PB,291431,309763
Lastro,PB,27702,29495
Livramento,PB,62097,70043
Logradouro,PB,43953,48651
Lucena,PB,200775,223066
Mãe d'Água,PB,36835,38604
Malta,PB,73005,79659
Mamanguape,PB,692471,805007
Manaíra,PB,86797,101428
Marcação,PB,87609,95670
Mari,PB,221024,241807
Marizópolis,PB,72834,81944
Massaranduba,PB,123178,130381
Mataraca,PB,225449,240531
Matinhas,PB,51308,54035
Mato Grosso,PB,28766,31801
Maturéia,PB,55539,61811
Mogeiro,PB,164346,164372
Montadas,PB,52421,55245
Monte Horebe,PB,43364,48074
Monteiro,PB,577991,635380
Mulungu,PB,88690,98150
Natuba,PB,92138,95465
Nazarezinho,PB,60640,65965
Nova Floresta,PB,90901,99606
Nova Olinda,PB,52554,57802
Nova Palmeira,PB,42407,48983
Olho d'Água,PB,58388,61851
Olivedos,PB,39888,43585
Ouro Velho,PB,34621,38279
Parari,PB,20862,21495
Passagem,PB,26665,28860
Patos,PB,1920850,1993586
Paulista,PB,143653,157014
Pedra Branca,PB,35397,37463
Pedra Lavrada,PB,73973,80075
Pedras de Fogo,PB,537487,556476
Piancó,PB,190593,206302
Picuí,PB,204776,213192
Pilar,PB,112886,121700
Pilões,PB,84386,95436
Pilõezinhos,PB,53523,51216
Pirpirituba,PB,90649,95103
Pitimbu,PB,375323,430316
Pocinhos,PB,271743,284640
Poço Dantas,PB,36279,40230
Poço de José de Moura,PB,44284,46792
Pombal,PB,427189,465068
Prata,PB,58675,64688
Princesa Isabel,PB,255527,266345
Puxinanã,PB,121586,137837
Queimadas,PB,529576,605759
Quixaba,PB,23491,26746
Remígio,PB,174742,181360
Pedro Régis,PB,52413,57186
Riachão,PB,33810,36492
Riachão do Bacamarte,PB,47129,50101
Riachão do Poço,PB,52178,56187
Riacho de Santo Antônio,PB,26824,30562
Riacho dos Cavalos,PB,85060,92585
Rio Tinto,PB,288050,321971
Salgadinho,PB,30834,33444
Salgado de São Félix,PB,129094,128636
Santa Cecília,PB,58691,65649
Santa Cruz,PB,58426,62114
Santa Helena,PB,58867,62162
Santa Inês,PB,33950,36756
Santa Luzia,PB,294590,372292
Santana de Mangueira,PB,45660,51046
Santana dos Garrotes,PB,62247,67142
Joca Claudino,PB,30035,33004
Santa Rita,PB,2564208,2616825
Santa Teresinha,PB,48039,57191
Santo André,PB,29073,29350
São Bento,PB,489840,567017
São Bentinho,PB,49403,55030
São Domingos do Cariri,PB,26608,28699
São Domingos,PB,32174,36167
São Francisco,PB,36640,39118
São João do Cariri,PB,49302,55295
São João do Tigre,PB,37784,40920
São José da Lagoa Tapada,PB,63367,71954
São José de Caiana,PB,51229,55614
São José de Espinharas,PB,51509,54850
São José dos Ramos,PB,54053,86595
São José de Piranhas,PB,220330,230383
São José de Princesa,PB,33739,34031
São José do Bonfim,PB,30000,32366
São José do Brejo do Cruz,PB,26357,29091
São José do Sabugi,PB,96333,125142
São José dos Cordeiros,PB,34399,36927
São Mamede,PB,75709,82238
São Miguel de Taipu,PB,78432,82626
São Sebastião de Lagoa de Roça,PB,99912,105791
São Sebastião do Umbuzeiro,PB,35164,40405
Sapé,PB,632982,675778
São Vicente do Seridó,PB,79693,89888
Serra Branca,PB,135502,147662
Serra da Raiz,PB,34551,37034
Serra Grande,PB,29544,33183
Serra Redonda,PB,71738,71218
Serraria,PB,62035,67690
Sertãozinho,PB,52365,54676
Sobrado,PB,97028,112659
Solânea,PB,325719,353078
Soledade,PB,186551,203480
Sossêgo,PB,35789,38719
Sousa,PB,1254399,1318529
Sumé,PB,195666,200877
Tacima,PB,83622,91696
Taperoá,PB,132766,139192
Tavares,PB,130736,139900
Teixeira,PB,153304,169085
Tenório,PB,30628,34478
Triunfo,PB,81016,87468
Uiraúna,PB,178336,192520
Umbuzeiro,PB,83715,91142
Várzea,PB,34061,37561
Vieirópolis,PB,45289,52689
Zabelê,PB,25100,26961
Abreu e Lima,PE,1618173,1724258
Afogados da Ingazeira,PE,481055,541816
Afrânio,PE,283519,209815
Agrestina,PE,310851,352858
Água Preta,PE,247381,259866
Águas Belas,PE,376056,401111
Alagoinha,PE,140520,144945
Aliança,PE,326748,413314
Altinho,PE,194174,222589
Amaraji,PE,269316,294407
Angelim,PE,127555,142260
Araçoiaba,PE,161996,161884
Araripina,PE,1035533,1272092
Arcoverde,PE,1240609,1215383
Barra de Guabiraba,PE,142607,146943
Barreiros,PE,468537,503988
Belém de Maria,PE,90872,99499
Belém do São Francisco,PE,367362,366293
Belo Jardim,PE,2213907,2765036
Betânia,PE,101589,105307
Bezerros,PE,814475,962826
Bodocó,PE,295451,317010
Bom Conselho,PE,563851,643151
Bom Jardim,PE,347772,366988
Bonito,PE,461555,539340
Brejão,PE,197511,183679
Brejinho,PE,70039,83879
Brejo da Madre de Deus,PE,466009,461357
Buenos Aires,PE,117828,133152
Buíque,PE,479641,549015
Cabo de Santo Agostinho,PE,10786158,13706389
Cabrobó,PE,404150,440863
Cachoeirinha,PE,216361,254369
Caetés,PE,357024,423727
Calçado,PE,120260,115299
Calumbi,PE,50508,50300
Camaragibe,PE,2100775,2229680
Camocim de São Félix,PE,156658,181161
Camutanga,PE,256335,285369
Canhotinho,PE,222216,253171
Capoeiras,PE,219952,244054
Carnaíba,PE,180454,193546
Carnaubeira da Penha,PE,84243,83423
Carpina,PE,1634471,1744915
Caruaru,PE,7703430,8663525
Casinhas,PE,101910,101521
Catende,PE,342400,360566
Cedro,PE,102211,125401
Chã de Alegria,PE,143310,168758
Chã Grande,PE,232179,251193
Condado,PE,238490,250915
Correntes,PE,177708,192016
Cortês,PE,115313,121502
Cumaru,PE,109985,109260
Cupira,PE,263117,283576
Custódia,PE,491392,593880
Dormentes,PE,235349,246023
Escada,PE,1078851,1306431
Exu,PE,315010,325117
Feira Nova,PE,240458,247550
Fernando de Noronha,PE,117533,229562
Ferreiros,PE,108572,132503
Flores,PE,169045,192902
Floresta,PE,411261,445213
Frei Miguelinho,PE,124948,131441
Gameleira,PE,237375,274258
Garanhuns,PE,2786055,3077112
Glória do Goitá,PE,477656,554616
Goiana,PE,7036988,10662964
Granito,PE,73447,78432
Gravatá,PE,1225155,1359681
Iati,PE,187704,195800
Ibimirim,PE,317197,330119
Ibirajuba,PE,69131,85527
Igarassu,PE,2852109,3471427
Iguaracy,PE,98681,112369
Inajá,PE,190611,196880
Ingazeira,PE,41171,50497
Ipojuca,PE,12048973,14929346
Ipubi,PE,337742,340374
Itacuruba,PE,64962,71286
Itaíba,PE,258313,283413
Ilha de Itamaracá,PE,267802,299232
Itambé,PE,500403,522657
Itapetim,PE,125474,139873
Itapissuma,PE,2140599,2383641
Itaquitinga,PE,137402,160857
Jaboatão dos Guararapes,PE,14644558,16133556
Jaqueira,PE,102742,111801
Jataúba,PE,143349,154862
Jatobá,PE,140164,153793
João Alfredo,PE,293275,316644
Joaquim Nabuco,PE,188148,181310
Jucati,PE,124970,129270
Jupi,PE,165240,214224
Jurema,PE,113755,132840
Lagoa do Carro,PE,266055,300635
Lagoa de Itaenga,PE,464204,482859
Lagoa do Ouro,PE,128919,139223
Lagoa dos Gatos,PE,117449,135443
Lagoa Grande,PE,387064,456844
Lajedo,PE,505995,585576
Limoeiro,PE,776898,838343
Macaparana,PE,285843,283578
Machados,PE,202490,216295
Manari,PE,144866,139153
Maraial,PE,94348,92490
Mirandiba,PE,152041,163406
Moreno,PE,771462,892506
Nazaré da Mata,PE,587929,688468
Olinda,PE,5414452,5788250
Orobó,PE,371057,398794
Orocó,PE,173815,186448
Ouricuri,PE,716376,780513
Palmares,PE,850533,924146
Palmeirina,PE,75112,79959
Panelas,PE,211055,229556
Paranatama,PE,214356,285773
Parnamirim,PE,199391,213190
Passira,PE,234325,264547
Paudalho,PE,836293,926328
Paulista,PE,4939669,5591652
Pedra,PE,259390,306398
Pesqueira,PE,774355,869651
Petrolândia,PE,1764766,1675876
Petrolina,PE,7079376,7994036
Poção,PE,91996,102107
Pombos,PE,401932,532583
Primavera,PE,223763,291696
Quipapá,PE,185371,192325
Quixaba,PE,56929,67064
Recife,PE,49497048,54970305
Riacho das Almas,PE,219344,260563
Ribeirão,PE,490575,576407
Rio Formoso,PE,321062,379871
Sairé,PE,166933,176225
Salgadinho,PE,81526,80938
Salgueiro,PE,969253,1002105
Saloá,PE,156672,171051
Sanharó,PE,218558,248264
Santa Cruz,PE,130849,133592
Santa Cruz da Baixa Verde,PE,104945,113554
Santa Cruz do Capibaribe,PE,1765799,1925734
Santa Filomena,PE,109854,111830
Santa Maria da Boa Vista,PE,594509,564000
Santa Maria do Cambucá,PE,113534,122262
Santa Terezinha,PE,97654,114824
São Benedito do Sul,PE,106895,117017
São Bento do Una,PE,1329672,1485706
São Caitano,PE,405963,447679
São João,PE,250269,390211
São Joaquim do Monte,PE,171034,185467
São José da Coroa Grande,PE,257672,291007
São José do Belmonte,PE,301990,341544
São José do Egito,PE,403604,441117
São Lourenço da Mata,PE,1295527,1444200
São Vicente Férrer,PE,214594,209528
Serra Talhada,PE,1512687,1693347
Serrita,PE,147688,161153
Sertânia,PE,368687,367389
Sirinhaém,PE,641974,722495
Moreilândia,PE,91262,90987
Solidão,PE,48804,56661
Surubim,PE,824127,915558
Tabira,PE,281326,314903
Tacaimbó,PE,153683,149159
Tacaratu,PE,204481,251978
Tamandaré,PE,341413,395834
Taquaritinga do Norte,PE,296350,334642
Terezinha,PE,68556,75618
Terra Nova,PE,82903,95262
Timbaúba,PE,712976,746607
Toritama,PE,671818,764572
Tracunhaém,PE,149522,176619
